Date	Ref No.	Payee	Memo	Payment	Deposit	Reconciliation Status	Balance	Type	Account	Added in Banking
09/16/2022		TOYOTA FINANCE	SETF WORLD OMNI DES:BILL PAY ID:12828532871 INDN:NULL NULL CO ID:7529064511 TEL	723.88		Reconciled	80,318.77	Check	7720 Car  Lease Expense	
09/16/2022	5357	PAYROLL CHECK		665.95		Reconciled	81,042.65	Check	8400 Salaries and wages	
09/16/2022	5349	PAYROLL CHECK		627.51		Reconciled	81,708.60	Check	8400 Salaries and wages	
09/16/2022	5341	PAYROLL CHECK		618.87		Reconciled	82,336.11	Check	8400 Salaries and wages	
09/16/2022	5333	PAYROLL CHECK		671.58		Reconciled	82,954.98	Check	8400 Salaries and wages	
09/16/2022	5325	PAYROLL CHECK		635.50		Reconciled	83,626.56	Check	8400 Salaries and wages	
09/16/2022	5317	PAYROLL CHECK		626.71		Reconciled	84,262.06	Check	8400 Salaries and wages	
09/16/2022	1807	KAM KEU MARKET		3,270.80		Reconciled	84,888.77	Check	Purchase:KAM KEU ASIAN MARKET	
09/16/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,376.93	Reconciled	88,159.57	Deposit	Income:CREDIT CARD	
09/16/2022			DoorDash, Inc. DES:Disabled A ID:ST-A8S0H8G3K1D5 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,769.39	Reconciled	84,782.64	Deposit	Income:DoorDash	
09/15/2022		NJ WEB PMT	NJ WEB PMT 02101 DES:NJWEB02101 ID:091000011367109 INDN:COUR THAI GROUP CORPOR CO ID:7216000928 CCD PMT INFO:TXP*B843960	5,003.00		Reconciled	83,013.25	Check	8580 NJ CBT Tax	
09/15/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,452.22	Reconciled	88,016.25	Deposit	Income:CREDIT CARD	
09/14/2022	1806	C & S ASSOCIATES		1,365.00		Reconciled	85,564.03	Check	Rent:Dormitory	
09/14/2022	1805	DA THAISON		1,107.10		Reconciled	86,929.03	Check	Purchase:Da Thaison Inc	
09/14/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,487.83	Reconciled	88,036.13	Deposit	Income:CREDIT CARD	
09/13/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,316.80	Reconciled	85,548.30	Deposit	Income:CREDIT CARD	
09/12/2022	5327	PAYROLL CHECK		2,184.84		Reconciled	83,231.50	Check	8400 Salaries and wages	
09/12/2022	5323	PAYROLL CHECK		597.06		Reconciled	85,416.34	Check	8400 Salaries and wages	
09/12/2022	5315	PAYROLL CHECK		608.51		Reconciled	86,013.40	Check	8400 Salaries and wages	
09/12/2022	5307	PAYROLL CHECK		695.19		Reconciled	86,621.91	Check	8400 Salaries and wages	
09/12/2022	1804	Levin Management		12,895.77		Reconciled	87,317.10	Check	Rent:Restaurant	
09/12/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,480.76	Reconciled	100,212.87	Deposit	Income:CREDIT CARD	
09/12/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,057.98	Reconciled	93,732.11	Deposit	Income:CREDIT CARD	
09/09/2022		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:98856200026850X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	1,847.31		Reconciled	89,674.13	Check	3140 Payroll Taxes Liabilities	
09/09/2022		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X98867900013566 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	148.04		Reconciled	91,521.44	Check	8460 Payroll Processing Fees	
09/09/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,572.63	Reconciled	91,669.48	Deposit	Income:CREDIT CARD	
09/09/2022			DoorDash, Inc. DES:Disabled A ID:ST-I1N4G4Z2V5D6 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,295.12	Reconciled	90,096.85	Deposit	Income:DoorDash	
09/08/2022	5319	PAYROLL CHECK		2,106.25		Reconciled	88,801.73	Check	8400 Salaries and wages	
09/08/2022	5318	PAYROLL CHECK		658.91		Reconciled	90,907.98	Check	8400 Salaries and wages	
09/08/2022	5310	PAYROLL CHECK		658.91		Reconciled	91,566.89	Check	8400 Salaries and wages	
09/08/2022	5302	PAYROLL CHECK		658.91		Reconciled	92,225.80	Check	8400 Salaries and wages	
09/08/2022	1797	DK HEATING		954.30		Reconciled	92,884.71	Check	8660 Repairs & maintenance	
09/08/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,023.46	Reconciled	93,839.01	Deposit	Income:CREDIT CARD	
09/07/2022	1802	DA THAISON		1,248.00		Reconciled	90,815.55	Check	Purchase:Da Thaison Inc	
09/07/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,724.26	Reconciled	92,063.55	Deposit	Income:CREDIT CARD	
09/06/2022		BOA CC PMT	Online Banking payment to CRD 0241 Confirmation# 1538069626	5,209.87		Reconciled	89,339.29	Check	3400 BOA #0241	
09/06/2022		MERCHANT BANKCD	MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD	2,807.04		Reconciled	94,549.16	Check	7750 Credit Card Processing Fee	
09/06/2022	1801	KAM KEU MARKET		2,819.40		Reconciled	97,356.20	Check	Purchase:KAM KEU ASIAN MARKET	
09/06/2022	1800	SEA PRIVATE SEAFOOD		376.10		Reconciled	100,175.60	Check	Purchase:Sea Pirate Seafood	
09/06/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,426.98	Reconciled	100,551.70	Deposit	Income:CREDIT CARD	
09/06/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,788.95	Reconciled	95,124.72	Deposit	Income:CREDIT CARD	
09/06/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,297.62	Reconciled	90,335.77	Deposit	Income:CREDIT CARD	
09/02/2022		BOA CC PMT	Online Banking payment to CRD 3563 Confirmation# 0111537022	494.18		Reconciled	87,038.15	Check	3410 BOA #3563/#7321	
09/02/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,089.13	Reconciled	87,532.33	Deposit	Income:CREDIT CARD	
09/02/2022			DoorDash, Inc. DES:Disabled A ID:ST-G2L0K7Q8O9Z4 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,780.60	Reconciled	85,443.20	Deposit	Income:DoorDash	
09/01/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,446.29	Reconciled	83,662.60	Deposit	Income:CREDIT CARD	
08/31/2022	1794	DA THAISON		1,088.40		Reconciled	81,216.31	Check	Purchase:Da Thaison Inc	
08/31/2022	1788	NJ AMERICAN WATER		150.66		Reconciled	82,304.71	Check	Utilities:Water	
08/31/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,556.39	Reconciled	82,455.37	Deposit	Income:CREDIT CARD	
08/30/2022		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X98725400003316 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	148.04		Reconciled	79,898.98	Check	8460 Payroll Processing Fees	
08/30/2022	5354	PAYROLL CHECK		466.56		Reconciled	80,047.02	Check	8400 Salaries and wages	
08/30/2022	5353	PAYROLL CHECK		594.80		Reconciled	80,513.58	Check	8400 Salaries and wages	
08/30/2022	5346	PAYROLL CHECK		466.56		Reconciled	81,108.38	Check	8400 Salaries and wages	
08/30/2022	5345	PAYROLL CHECK		594.80		Reconciled	81,574.94	Check	8400 Salaries and wages	
08/30/2022	1798	KAM KEU MARKET		3,087.10		Reconciled	82,169.74	Check	Purchase:KAM KEU ASIAN MARKET	
08/30/2022	1796	SEA PRIVATE SEAFOOD		521.90		Reconciled	85,256.84	Check	Purchase:Sea Pirate Seafood	
08/30/2022	1793	KAM KEU MARKET		3,108.45		Reconciled	85,778.74	Check	Purchase:KAM KEU ASIAN MARKET	
08/30/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,814.83	Reconciled	88,887.19	Deposit	Income:CREDIT CARD	
08/29/2022		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:98710500001843X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	1,823.99		Reconciled	87,072.36	Check	3140 Payroll Taxes Liabilities	
08/29/2022		TOYOTA FINANCE	SETF WORLD OMNI DES:BILL PAY ID:10927464261 INDN:NULL NULL CO ID:7529064511 TEL	760.07		Reconciled	88,896.35	Check	7720 Car  Lease Expense	
08/29/2022	1795	LAI F CHONG		16,000.00		Reconciled	89,656.42	Check	8430 Payroll - Tips	
08/29/2022	1786	HORIZON		2,445.06		Reconciled	105,656.42	Check	8150 Health Insurance	
08/29/2022	1785	REPUBLIC SERVICE		405.02		Reconciled	108,101.48	Check	8880 Waste Management	
08/29/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,982.99	Reconciled	108,506.50	Deposit	Income:CREDIT CARD	
08/29/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,976.33	Reconciled	102,523.51	Deposit	Income:CREDIT CARD	
08/26/2022	1792	USA FIRE PROTECTION		317.00		Reconciled	98,547.18	Check	8220 Licenses and Permits	
08/26/2022	1787	ECOLAB		151.74		Reconciled	98,864.18	Check	8870 Pest Control	
08/26/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,887.13	Reconciled	99,015.92	Deposit	Income:CREDIT CARD	
08/26/2022			DoorDash, Inc. DES:Disabled A ID:ST-I1K3U4X2H7R1 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,436.10	Reconciled	96,128.79	Deposit	Income:DoorDash	
08/25/2022	1790	VERIZON		183.55		Reconciled	94,692.69	Check	8840 Telephone	
08/25/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,481.49	Reconciled	94,876.24	Deposit	Income:CREDIT CARD	
08/24/2022	1791	DA THAISON		1,397.50		Reconciled	92,394.75	Check	Purchase:Da Thaison Inc	
08/24/2022	1789	PSE&G		2,165.31		Reconciled	93,792.25	Check	Utilities:Gas and Electric	
08/24/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,511.38	Reconciled	95,957.56	Deposit	Income:CREDIT CARD	
08/23/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,655.39	Reconciled	93,446.18	Deposit	Income:CREDIT CARD	
08/22/2022		NJ S&U WEB PMT	NJ WEB PMT 04110 DES:NJWEB04110 ID:091000011162694 INDN:COUR THAI GROUP CORPOR CO ID:7216000928 CCD PMT INFO:TXP*B843960	5,743.56		Reconciled	90,790.79	Check	6030 Sales Tax  Adjustment	
08/22/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		7,126.36	Reconciled	96,534.35	Deposit	Income:CREDIT CARD	
08/22/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,972.94	Reconciled	89,407.99	Deposit	Income:CREDIT CARD	
08/19/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,329.30	Reconciled	87,435.05	Deposit	Income:CREDIT CARD	
08/19/2022			DoorDash, Inc. DES:Disabled A ID:ST-S9L0G8F9U6C9 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,404.65	Reconciled	84,105.75	Deposit	Income:DoorDash	
08/18/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,170.91	Reconciled	82,701.10	Deposit	Income:CREDIT CARD	
08/17/2022	1783	SEA PRIVATE SEAFOOD		754.40		Reconciled	79,530.19	Check	Purchase:Sea Pirate Seafood	
08/17/2022	1782	DA THAISON		1,087.00		Reconciled	80,284.59	Check	Purchase:Da Thaison Inc	
08/17/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,187.56	Reconciled	81,371.59	Deposit	Income:CREDIT CARD	
08/16/2022	1784	KAM KEU MARKET		3,183.25		Reconciled	78,184.03	Check	Purchase:KAM KEU ASIAN MARKET	
08/16/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,569.21	Reconciled	81,367.28	Deposit	Income:CREDIT CARD	
08/15/2022		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X98469400038324 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	148.04		Reconciled	78,798.07	Check	8460 Payroll Processing Fees	
08/15/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,787.26	Reconciled	78,946.11	Deposit	Income:CREDIT CARD	
08/15/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,867.20	Reconciled	74,158.85	Deposit	Income:CREDIT CARD	
08/12/2022		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:98460400005983X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	2,088.01		Reconciled	71,291.65	Check	3140 Payroll Taxes Liabilities	
08/12/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,727.68	Reconciled	73,379.66	Deposit	Income:CREDIT CARD	
08/12/2022			DoorDash, Inc. DES:Disabled A ID:ST-E0X7C0Z4G4O2 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,402.66	Reconciled	70,651.98	Deposit	Income:DoorDash	
08/11/2022	1781	AUTO CHLOR SYSTEM		233.78		Reconciled	69,249.32	Check	8670 Dishwash expense	
08/11/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,258.36	Reconciled	69,483.10	Deposit	Income:CREDIT CARD	
08/10/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,487.12	Reconciled	66,224.74	Deposit	Income:CREDIT CARD	
08/09/2022	1779	C & S ASSOCIATES		1,365.00		Reconciled	63,737.62	Check	Rent:Dormitory	
08/09/2022	1778	KAM KEU MARKET		2,881.90		Reconciled	65,102.62	Check	Purchase:KAM KEU ASIAN MARKET	
08/09/2022	1776	SEA PRIVATE SEAFOOD		340.00		Reconciled	67,984.52	Check	Purchase:Sea Pirate Seafood	
08/09/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,425.10	Reconciled	68,324.52	Deposit	Income:CREDIT CARD	
08/08/2022		BOA CC PMT	Online Banking payment to CRD 0241 Confirmation# 1478114144	3,741.85		Reconciled	65,899.42	Check	3400 BOA #0241	
08/08/2022	1777	LAI F CHONG		12,000.00		Reconciled	69,641.27	Check	4520 Loan officer	
08/08/2022	1775	DA THAISON		1,111.50		Reconciled	81,641.27	Check	Purchase:Da Thaison Inc	
08/08/2022	1774	Levin Management		12,895.00		Reconciled	82,752.77	Check	Rent:Restaurant	
08/08/2022	1770	FRANKLIN MUTUAL INSURANCE		4,007.00		Reconciled	95,647.77	Check	Insurance:Work Comp	
08/08/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,727.33	Reconciled	99,654.77	Deposit	Income:CREDIT CARD	
08/08/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,032.14	Reconciled	93,927.44	Deposit	Income:CREDIT CARD	
08/05/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,811.58	Reconciled	89,895.30	Deposit	Income:CREDIT CARD	
08/05/2022			DoorDash, Inc. DES:Disabled A ID:ST-V5C9P4Y6K7U8 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,575.58	Reconciled	87,083.72	Deposit	Income:DoorDash	
08/04/2022	1772	X & Y PACKAGING TRADING INC		1,019.75		Reconciled	85,508.14	Check	Purchase:X & Y PACKAGING TRADING INC	
08/04/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,457.33	Reconciled	86,527.89	Deposit	Income:CREDIT CARD	
08/03/2022		MERCHANT BANKCD	MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD	2,999.84		Reconciled	83,070.56	Check	7750 Credit Card Processing Fee	
08/03/2022	1769	DA THAISON		1,202.50		Reconciled	86,070.40	Check	Purchase:Da Thaison Inc	
08/03/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,714.11	Reconciled	87,272.90	Deposit	Income:CREDIT CARD	
08/02/2022	1773	KAM KEU MARKET		3,269.00		Reconciled	85,558.79	Check	Purchase:KAM KEU ASIAN MARKET	
08/02/2022	1771	SEA PRIVATE SEAFOOD		951.40		Reconciled	88,827.79	Check	Purchase:Sea Pirate Seafood	
08/02/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,427.22	Reconciled	89,779.19	Deposit	Income:CREDIT CARD	
08/01/2022		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X98243000014563 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	148.04		Reconciled	87,351.97	Check	8460 Payroll Processing Fees	
08/01/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,288.68	Reconciled	87,500.01	Deposit	Income:CREDIT CARD	
08/01/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,761.78	Reconciled	82,211.33	Deposit	Income:CREDIT CARD	
07/29/2022		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:98236000008232X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	1,952.93		Reconciled	78,449.55	Check	3140 Payroll Taxes Liabilities	
07/29/2022	5320	PAYROLL CHECK		698.79		Reconciled	80,402.48	Check	8400 Salaries and wages	
07/29/2022	5312	PAYROLL CHECK		698.78		Reconciled	81,101.27	Check	8400 Salaries and wages	
07/29/2022	5311	PAYROLL CHECK		2,088.10		Reconciled	81,800.05	Check	8400 Salaries and wages	
07/29/2022	5280	PAYROLL CHECK		698.78		Reconciled	83,888.15	Check	8400 Salaries and wages	
07/29/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,844.81	Reconciled	84,586.93	Deposit	Income:CREDIT CARD	
07/29/2022			DoorDash, Inc. DES:Disabled A ID:ST-Q5Q5L9L3O1S6 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,407.90	Reconciled	81,742.12	Deposit	Income:DoorDash	
07/28/2022	1767	DA THAISON		1,101.00		Reconciled	80,334.22	Check	Purchase:Da Thaison Inc	
07/28/2022	1763	NJ AMERICAN WATER		1,653.32		Reconciled	81,435.22	Check	Utilities:Water	
07/28/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,762.33	Reconciled	83,088.54	Deposit	Income:CREDIT CARD	
07/27/2022	5338	PAYROLL CHECK		466.56		Reconciled	76,326.21	Check	8400 Salaries and wages	
07/27/2022	5337	PAYROLL CHECK		594.80		Reconciled	76,792.77	Check	8400 Salaries and wages	
07/27/2022	5330	PAYROLL CHECK		466.56		Reconciled	77,387.57	Check	8400 Salaries and wages	
07/27/2022	5329	PAYROLL CHECK		594.80		Reconciled	77,854.13	Check	8400 Salaries and wages	
07/27/2022	5322	PAYROLL CHECK		466.56		Reconciled	78,448.93	Check	8400 Salaries and wages	
07/27/2022	5321	PAYROLL CHECK		594.80		Reconciled	78,915.49	Check	8400 Salaries and wages	
07/26/2022	1768	KAM KEU MARKET		3,488.50		Reconciled	79,510.29	Check	Purchase:KAM KEU ASIAN MARKET	
07/26/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,885.32	Reconciled	82,998.79	Deposit	Income:CREDIT CARD	
07/25/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,995.40	Reconciled	81,113.47	Deposit	Income:CREDIT CARD	
07/25/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,594.78	Reconciled	75,118.07	Deposit	Income:CREDIT CARD	
07/25/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,458.57	Reconciled	71,523.29	Deposit	Income:CREDIT CARD	
07/22/2022			DoorDash, Inc. DES:Disabled A ID:ST-B3A9Z4P0I9D4 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,921.32	Reconciled	68,064.72	Deposit	Income:DoorDash	
07/21/2022	1765	VERIZON		178.21		Reconciled	66,143.40	Check	8840 Telephone	
07/21/2022	1764	REPUBLIC SERVICE		202.51		Reconciled	66,321.61	Check	8880 Waste Management	
07/21/2022	1762	ECOLAB		151.74		Reconciled	66,524.12	Check	8870 Pest Control	
07/21/2022	1761	HORIZON		1,222.53		Reconciled	66,675.86	Check	8150 Health Insurance	
07/21/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,727.17	Reconciled	67,898.39	Deposit	Income:CREDIT CARD	
07/20/2022		NJ S&U WEB PMT	NJ S&U WEB PMT DES:NJWEB55 ID:091000010818924 INDN:COUR THAI GROUP CORPOR CO ID:7216000928 CCD PMT INFO:TXP*B8439605	7,164.48		Reconciled	65,171.22	Check	6030 Sales Tax  Adjustment	
07/20/2022	1758	DA THAISON		1,044.00		Reconciled	72,335.70	Check	Purchase:Da Thaison Inc	
07/20/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,287.90	Reconciled	73,379.70	Deposit	Income:CREDIT CARD	
07/19/2022	1766	PSE&G		1,907.19		Reconciled	70,091.80	Check	Utilities:Gas and Electric	
07/19/2022	1759	KAM KEU MARKET		3,900.60		Reconciled	71,998.99	Check	Purchase:KAM KEU ASIAN MARKET	
07/19/2022	1755	SEA PRIVATE SEAFOOD		507.70		Reconciled	75,899.59	Check	Purchase:Sea Pirate Seafood	
07/19/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,747.80	Reconciled	76,407.29	Deposit	Income:CREDIT CARD	
07/18/2022		TOYOTA FINANCE	SETF WORLD OMNI DES:BILL PAY ID:10840171711 INDN:NULL NULL CO ID:7529064511 TEL	723.88		Reconciled	74,659.49	Check	7720 Car  Lease Expense	
07/18/2022		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X98047800013175 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	162.04		Reconciled	75,383.37	Check	8460 Payroll Processing Fees	
07/18/2022	1760	LAI F CHONG		5,000.00		Reconciled	75,545.41	Check	4520 Loan officer	
07/18/2022	1754	X & Y PACKAGING TRADING INC		916.00		Reconciled	80,545.41	Check	Purchase:X & Y PACKAGING TRADING INC	
07/18/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,931.00	Reconciled	81,461.41	Deposit	Income:CREDIT CARD	
07/18/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,801.27	Reconciled	75,530.41	Deposit	Income:CREDIT CARD	
07/15/2022		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:98040600007954X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	1,893.44		Reconciled	71,729.14	Check	3140 Payroll Taxes Liabilities	
07/15/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,416.53	Reconciled	73,622.58	Deposit	Income:CREDIT CARD	
07/15/2022			DoorDash, Inc. DES:Disabled A ID:ST-K1X0X0C2P0P8 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,654.31	Reconciled	71,206.05	Deposit	Income:DoorDash	
07/14/2022	1757	AUTO CHLOR SYSTEM		265.50		Reconciled	69,551.74	Check	8670 Dishwash expense	
07/14/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,965.28	Reconciled	69,817.24	Deposit	Income:CREDIT CARD	
07/13/2022	1752	DA THAISON		1,013.00		Reconciled	66,851.96	Check	Purchase:Da Thaison Inc	
07/13/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,607.35	Reconciled	67,864.96	Deposit	Income:CREDIT CARD	
07/12/2022	1756	KAM KEU MARKET		3,342.50		Reconciled	65,257.61	Check	Purchase:KAM KEU ASIAN MARKET	
07/12/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,650.59	Reconciled	68,600.11	Deposit	Income:CREDIT CARD	
07/11/2022		BOA CC PMT	Online Banking payment to CRD 0241 Confirmation# 2847172230	5,971.74		Reconciled	65,949.52	Check	3400 BOA #0241	
07/11/2022	1751	C & S ASSOCIATES		1,315.00		Reconciled	71,921.26	Check	Rent:Dormitory	
07/11/2022			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,580.68	Reconciled	73,236.26	Deposit	Income:CREDIT CARD	
